State_Name,Crop_Year,Season,Crop,Area,Production,crop_productivity
Bihar,2007,Kharif     ,Moong(Green Gram),8834,5358,0.606520263
Bihar,2007,Kharif     ,Ragi,13222,7996,0.60474966
Bihar,2007,Rabi       ,Maize,214521,858245,4.000750509
Bihar,2007,Rabi       ,Masoor,158487,126134,0.795863383
Bihar,2007,Rabi       ,Sunflower,22052,30646,1.389715219
Bihar,2007,Rabi       ,Wheat,2131232,4977463,2.335486235
Bihar,2008,Kharif     ,Arhar/Tur,28141,33149,1.177960982
Bihar,2008,Kharif     ,Bajra,2960,3547,1.198310811
Bihar,2008,Kharif     ,Groundnut,1734,857,0.494232987
Bihar,2008,Kharif     ,Moong(Green Gram),8587,5609,0.653196693
Bihar,2008,Kharif     ,Potato,60334,452453,7.499138131
Bihar,2008,Kharif     ,Ragi,11435,9296,0.81294272
Bihar,2008,Rabi       ,Maize,206266,726382,3.521578932
Bihar,2008,Rabi       ,Masoor,163773,132948,0.811782162
Bihar,2008,Rabi       ,Potato,91591,488043,5.328503892
Bihar,2008,Rabi       ,Sunflower,22052,30646,1.389715219
Bihar,2008,Rabi       ,Wheat,2158345,4413017,2.044630029
Bihar,2009,Kharif     ,Arhar/Tur,27032,36586,1.353432968
Bihar,2009,Kharif     ,Bajra,2951,3279,1.111148763
Bihar,2009,Kharif     ,Moong(Green Gram),8351,5537,0.663034367
Bihar,2009,Kharif     ,Ragi,10024,8062,0.804269753
Bihar,2009,Rabi       ,Maize,209236,544140,2.600604103
Bihar,2009,Rabi       ,Masoor,178162,159184,0.893478969
Bihar,2009,Rabi       ,Sunflower,18203,25575,1.404988189
Bihar,2009,Rabi       ,Wheat,2116098,4403841,2.081113918
Bihar,2010,Kharif     ,Arhar/Tur,25503,39439,1.546445516
Bihar,2010,Kharif     ,Bajra,4851,5424,1.118119975
Bihar,2010,Kharif     ,Groundnut,362,371,1.024861878
Bihar,2010,Kharif     ,Moong(Green Gram),9298,6080,0.653904065
Bihar,2010,Kharif     ,Ragi,9014,8853,0.982138895
Bihar,2010,Rabi       ,Maize,237723,922285,3.879662464
Bihar,2010,Rabi       ,Masoor,172692,162224,0.939383411
Bihar,2010,Rabi       ,Sunflower,17424,24986,1.433999082
Bihar,2010,Rabi       ,Wheat,2100181,5094030,2.425519515
Chhattisgarh,2000,Kharif     ,Arhar/Tur,49383,21185,0.428993783
Chhattisgarh,2000,Kharif     ,Bajra,78,31,0.397435897
Chhattisgarh,2000,Kharif     ,Groundnut,34187,31965,0.935004534
Chhattisgarh,2000,Kharif     ,Maize,93364,125668,1.3460006
Chhattisgarh,2000,Kharif     ,Moong(Green Gram),9836,2639,0.268300122
Chhattisgarh,2000,Kharif     ,Ragi,11183,2630,0.235178396
Chhattisgarh,2000,Kharif     ,Rice,3769746,2369295,0.628502557
Chhattisgarh,2000,Kharif     ,Soyabean,12662,6926,0.546990997
Chhattisgarh,2000,Kharif     ,Sunflower,1235,513,0.415384615
Chhattisgarh,2000,Rabi       ,Masoor,12614,3418,0.270968765
Chhattisgarh,2000,Rabi       ,Moong(Green Gram),4327,940,0.217240582
Chhattisgarh,2000,Rabi       ,Wheat,77844,79488,1.021119161
Chhattisgarh,2001,Kharif     ,Arhar/Tur,50323,20180,0.401009479
Chhattisgarh,2001,Kharif     ,Bajra,80,36,0.45
Chhattisgarh,2001,Kharif     ,Groundnut,33804,41748,1.235001775
Chhattisgarh,2001,Kharif     ,Maize,93820,69708,0.742997229
Chhattisgarh,2001,Kharif     ,Moong(Green Gram),9669,2887,0.298583101
Chhattisgarh,2001,Kharif     ,Ragi,10860,3210,0.29558011
Chhattisgarh,2001,Kharif     ,Rice,3810112,5073721,1.331646156
Chhattisgarh,2001,Kharif     ,Soyabean,10622,8162,0.768405197
Chhattisgarh,2001,Kharif     ,Sunflower,2885,1184,0.410398614
Chhattisgarh,2001,Rabi       ,Masoor,15946,5162,0.323717547
Chhattisgarh,2001,Rabi       ,Moong(Green Gram),5558,1536,0.276358402
Chhattisgarh,2001,Rabi       ,Wheat,97861,103480,1.057418175
Chhattisgarh,2002,Kharif     ,Arhar/Tur,55718,24126,0.433001902
Chhattisgarh,2002,Kharif     ,Bajra,66,26,0.393939394
Chhattisgarh,2002,Kharif     ,Groundnut,34349,38127,1.109988646
Chhattisgarh,2002,Kharif     ,Maize,93955,122611,1.304997073
Chhattisgarh,2002,Kharif     ,Moong(Green Gram),9625,2253,0.234077922
Chhattisgarh,2002,Kharif     ,Ragi,10523,2184,0.207545377
Chhattisgarh,2002,Kharif     ,Rice,3777661,2634853,0.697482649
Chhattisgarh,2002,Kharif     ,Soyabean,15155,8335,0.549983504
Chhattisgarh,2002,Kharif     ,Sunflower,2591,996,0.384407565
Chhattisgarh,2002,Rabi       ,Masoor,14999,4634,0.30895393
Chhattisgarh,2002,Rabi       ,Moong(Green Gram),6822,1698,0.248900616
Chhattisgarh,2002,Rabi       ,Wheat,93846,98592,1.050572214
Chhattisgarh,2003,Kharif     ,Arhar/Tur,52307,31541,0.602997687
Chhattisgarh,2003,Kharif     ,Bajra,47,19,0.404255319
Chhattisgarh,2003,Kharif     ,Groundnut,36318,40240,1.107990528
Chhattisgarh,2003,Kharif     ,Maize,98575,135048,1.370002536
Chhattisgarh,2003,Kharif     ,Moong(Green Gram),9804,2713,0.276723786
Chhattisgarh,2003,Kharif     ,Ragi,10647,3109,0.292007138
Chhattisgarh,2003,Kharif     ,Rice,3828992,5567644,1.454075642
Chhattisgarh,2003,Kharif     ,Soyabean,20835,18376,0.881977442
Chhattisgarh,2003,Kharif     ,Sunflower,6092,2076,0.340774787
Chhattisgarh,2003,Rabi       ,Masoor,18024,6163,0.341932978
Chhattisgarh,2003,Rabi       ,Moong(Green Gram),8197,2081,0.253873368
Chhattisgarh,2003,Rabi       ,Wheat,106109,113138,1.066243203
Chhattisgarh,2004,Kharif     ,Arhar/Tur,52499,26879,0.511990705
Chhattisgarh,2004,Kharif     ,Bajra,49,17,0.346938776
Chhattisgarh,2004,Kharif     ,Groundnut,34086,38108,1.117995658
Chhattisgarh,2004,Kharif     ,Maize,97851,139927,1.430000715
Chhattisgarh,2004,Kharif     ,Moong(Green Gram),9939,2554,0.256967502
Chhattisgarh,2004,Kharif     ,Ragi,10108,2665,0.263652552
Chhattisgarh,2004,Kharif     ,Rice,3843825,4586818,1.19329522
Chhattisgarh,2004,Kharif     ,Soyabean,32336,30978,0.958003464
Chhattisgarh,2004,Kharif     ,Sunflower,5607,1985,0.354021759
Chhattisgarh,2004,Rabi       ,Masoor,18880,4878,0.258368644
Chhattisgarh,2004,Rabi       ,Moong(Green Gram),6428,1334,0.207529558
Chhattisgarh,2004,Rabi       ,Wheat,99245,85215,0.858632677
Chhattisgarh,2005,Kharif     ,Arhar/Tur,50719,22470,0.44302924
Chhattisgarh,2005,Kharif     ,Bajra,81,31,0.382716049
Chhattisgarh,2005,Kharif     ,Groundnut,32816,35525,1.082551195
Chhattisgarh,2005,Kharif     ,Maize,101587,109598,1.078858515
Chhattisgarh,2005,Kharif     ,Moong(Green Gram),10068,2745,0.272646007
Chhattisgarh,2005,Kharif     ,Rice,3854352,5267537,1.366646585
Chhattisgarh,2005,Kharif     ,Soyabean,46785,41879,0.89513733
Chhattisgarh,2005,Kharif     ,Sunflower,7795,2857,0.366516998
Chhattisgarh,2005,Rabi       ,Masoor,18857,6820,0.361669407
Chhattisgarh,2005,Rabi       ,Moong(Green Gram),6999,1576,0.225175025
Chhattisgarh,2005,Rabi       ,Wheat,97074,85191,0.877588232
Chhattisgarh,2006,Kharif     ,Arhar/Tur,53835,22890,0.425188075
Chhattisgarh,2006,Kharif     ,Bajra,71,34,0.478873239
Chhattisgarh,2006,Kharif     ,Groundnut,33083,37698,1.139497627
Chhattisgarh,2006,Kharif     ,Maize,100145,123489,1.233102002
Chhattisgarh,2006,Kharif     ,Moong(Green Gram),9516,2699,0.283627575
Chhattisgarh,2006,Kharif     ,Potato,1781,7189,4.03649635
Chhattisgarh,2006,Kharif     ,Ragi,9296,2576,0.277108434
Chhattisgarh,2006,Kharif     ,Rice,3905319,5441525,1.393362488
Chhattisgarh,2006,Kharif     ,Soyabean,64474,64166,0.995222881
Chhattisgarh,2006,Kharif     ,Sunflower,6493,2724,0.419528723
Chhattisgarh,2006,Rabi       ,Masoor,16871,5490,0.325410468
Chhattisgarh,2006,Rabi       ,Moong(Green Gram),6971,1635,0.234543107
Chhattisgarh,2006,Rabi       ,Potato,9513,37815,3.975086723
Chhattisgarh,2006,Rabi       ,Wheat,93213,93952,1.007928079
Chhattisgarh,2007,Kharif     ,Arhar/Tur,50376,26282,0.52171669
Chhattisgarh,2007,Kharif     ,Bajra,68,31,0.455882353
Chhattisgarh,2007,Kharif     ,Groundnut,31653,39994,1.263513727
Chhattisgarh,2007,Kharif     ,Maize,100591,157130,1.562068177
Chhattisgarh,2007,Kharif     ,Moong(Green Gram),9211,2615,0.283899685
Chhattisgarh,2007,Kharif     ,Potato,1910,8060,4.219895288
Chhattisgarh,2007,Kharif     ,Ragi,9338,2596,0.278003855
Chhattisgarh,2007,Kharif     ,Rice,3902881,5634972,1.443798056
Chhattisgarh,2007,Kharif     ,Soyabean,72379,83611,1.155183133
Chhattisgarh,2007,Kharif     ,Sunflower,6227,2192,0.352015417
Chhattisgarh,2007,Rabi       ,Masoor,16758,5580,0.332975295
Chhattisgarh,2007,Rabi       ,Moong(Green Gram),6937,1627,0.234539426
Chhattisgarh,2007,Rabi       ,Potato,9653,40677,4.213923133
Chhattisgarh,2007,Rabi       ,Wheat,95020,104548,1.100273627
Chhattisgarh,2008,Kharif     ,Arhar/Tur,49185,28660,0.582697977
Chhattisgarh,2008,Kharif     ,Bajra,121,48,0.396694215
Chhattisgarh,2008,Kharif     ,Groundnut,30047,37747,1.256265185
Chhattisgarh,2008,Kharif     ,Maize,99375,139844,1.40723522
Chhattisgarh,2008,Kharif     ,Moong(Green Gram),9230,2423,0.262513543
Chhattisgarh,2008,Kharif     ,Potato,690,2668,3.866666667
Chhattisgarh,2008,Kharif     ,Ragi,9084,2550,0.280713342
Chhattisgarh,2008,Kharif     ,Rice,3928815,4707499,1.198198184
Chhattisgarh,2008,Kharif     ,Soyabean,81764,79859,0.976701238
Chhattisgarh,2008,Kharif     ,Sunflower,4550,1875,0.412087912
Chhattisgarh,2008,Rabi       ,Masoor,15349,4997,0.325558668
Chhattisgarh,2008,Rabi       ,Moong(Green Gram),6972,1559,0.223608721
Chhattisgarh,2008,Rabi       ,Potato,10093,42582,4.218963638
Chhattisgarh,2008,Rabi       ,Wheat,94834,97424,1.02731088
Chhattisgarh,2009,Kharif     ,Arhar/Tur,52999,27610,0.520953226
Chhattisgarh,2009,Kharif     ,Bajra,70,20,0.285714286
Chhattisgarh,2009,Kharif     ,Groundnut,30615,45057,1.471729544
Chhattisgarh,2009,Kharif     ,Maize,101721,145368,1.42908544
Chhattisgarh,2009,Kharif     ,Moong(Green Gram),9429,2343,0.248488705
Chhattisgarh,2009,Kharif     ,Ragi,8889,2202,0.247721903
Chhattisgarh,2009,Kharif     ,Rice,3837610,4347316,1.132818603
Chhattisgarh,2009,Kharif     ,Soyabean,83734,77837,0.929574605
Chhattisgarh,2009,Kharif     ,Sunflower,4523,589,0.130223303
Chhattisgarh,2009,Rabi       ,Masoor,15654,4797,0.306439249
Chhattisgarh,2009,Rabi       ,Moong(Green Gram),7089,1597,0.225278601
Chhattisgarh,2009,Rabi       ,Wheat,109163,118923,1.089407583
Chhattisgarh,2010,Kharif     ,Arhar/Tur,54465,23901,0.438832278
Chhattisgarh,2010,Kharif     ,Bajra,76,37,0.486842105
Chhattisgarh,2010,Kharif     ,Groundnut,29584,37349,1.262472958
Chhattisgarh,2010,Kharif     ,Maize,104861,190489,1.816585766
Chhattisgarh,2010,Kharif     ,Moong(Green Gram),9155,2648,0.289240852
Chhattisgarh,2010,Kharif     ,Ragi,8063,2243,0.278184299
Chhattisgarh,2010,Kharif     ,Rice,3937796,6637737,1.685647758
Chhattisgarh,2010,Kharif     ,Soyabean,95758,112391,1.173698281
Chhattisgarh,2010,Kharif     ,Sunflower,4056,1326,0.326923077
Chhattisgarh,2010,Rabi       ,Masoor,16094,5025,0.31222816
Chhattisgarh,2010,Rabi       ,Moong(Green Gram),7116,1607,0.225829117
Chhattisgarh,2010,Rabi       ,Wheat,103701,121745,1.174000251
Gujarat,2000,Kharif     ,Arhar/Tur,317900,107200,0.33721296
Gujarat,2000,Kharif     ,Bajra,847200,550900,0.650259679
Gujarat,2000,Kharif     ,Groundnut,1712200,629600,0.367714052
Gujarat,2000,Kharif     ,Maize,382900,288500,0.753460434
Gujarat,2000,Kharif     ,Moong(Green Gram),149500,38200,0.255518395
Gujarat,2000,Kharif     ,Ragi,19600,14000,0.714285714
Gujarat,2000,Kharif     ,Rice,583500,472600,0.809940017
Gujarat,2000,Rabi       ,Wheat,286100,649000,2.268437609
Gujarat,2001,Kharif     ,Arhar/Tur,332300,187000,0.562744508
Gujarat,2001,Kharif     ,Bajra,799900,1008800,1.261157645
Gujarat,2001,Kharif     ,Groundnut,1850700,2592100,1.400605176
Gujarat,2001,Kharif     ,Maize,443500,884600,1.994588501
Gujarat,2001,Kharif     ,Moong(Green Gram),168400,76700,0.455463183
Gujarat,2001,Kharif     ,Ragi,21000,21500,1.023809524
Gujarat,2001,Kharif     ,Rice,664000,1028700,1.549246988
Gujarat,2001,Rabi       ,Wheat,470100,1144700,2.435013827
Gujarat,2002,Kharif     ,Arhar/Tur,313000,197100,0.62971246
Gujarat,2002,Kharif     ,Bajra,798100,677700,0.849141712
Gujarat,2002,Kharif     ,Groundnut,1972600,1001300,0.507604177
Gujarat,2002,Kharif     ,Maize,464500,792600,1.706350915
Gujarat,2002,Kharif     ,Moong(Green Gram),140200,32300,0.230385164
Gujarat,2002,Kharif     ,Ragi,24600,15900,0.646341463
Gujarat,2002,Kharif     ,Rice,469000,541700,1.155010661
Gujarat,2002,Rabi       ,Wheat,435600,856600,1.966483012
Gujarat,2003,Kharif     ,Arhar/Tur,296700,258000,0.869565217
Gujarat,2003,Kharif     ,Bajra,900700,1234300,1.370378594
Gujarat,2003,Kharif     ,Groundnut,1912800,4336500,2.267095358
Gujarat,2003,Kharif     ,Maize,484400,831900,1.717382329
Gujarat,2003,Kharif     ,Moong(Green Gram),206800,121200,0.586073501
Gujarat,2003,Kharif     ,Ragi,20800,24000,1.153846154
Gujarat,2003,Kharif     ,Rice,651400,1193200,1.831747006
Gujarat,2003,Rabi       ,Wheat,759500,2036500,2.681369322
Gujarat,2004,Kharif     ,Arhar/Tur,254400,236000,0.927672956
Gujarat,2004,Kharif     ,Bajra,770100,785900,1.020516816
Gujarat,2004,Kharif     ,Groundnut,1924500,1705500,0.886204209
Gujarat,2004,Kharif     ,Maize,459500,412500,0.897714908
Gujarat,2004,Kharif     ,Moong(Green Gram),173100,71700,0.414211438
Gujarat,2004,Kharif     ,Ragi,24300,25800,1.061728395
Gujarat,2004,Kharif     ,Rice,665600,1157300,1.738731971
Gujarat,2004,Rabi       ,Wheat,727400,1805500,2.482128128
Gujarat,2005,Kharif     ,Arhar/Tur,263700,276000,1.046643914
Gujarat,2005,Kharif     ,Bajra,781600,831300,1.063587513
Gujarat,2005,Kharif     ,Groundnut,1851900,3204900,1.730601004
Gujarat,2005,Kharif     ,Maize,456900,722400,1.581089954
Gujarat,2005,Kharif     ,Moong(Green Gram),153700,92400,0.601171113
Gujarat,2005,Kharif     ,Ragi,21700,23200,1.069124424
Gujarat,2005,Kharif     ,Rice,648300,1209300,1.86534012
Gujarat,2005,Rabi       ,Wheat,858800,2319200,2.700512343
Gujarat,2006,Kharif     ,Arhar/Tur,256800,215300,0.838395639
Gujarat,2006,Kharif     ,Bajra,742300,528400,0.711841573
Gujarat,2006,Kharif     ,Groundnut,1752400,1675800,0.956288519
Gujarat,2006,Kharif     ,Maize,447700,201700,0.450524905
Gujarat,2006,Kharif     ,Moong(Green Gram),193200,67000,0.34679089
Gujarat,2006,Kharif     ,Ragi,20400,20500,1.004901961
Gujarat,2006,Kharif     ,Rice,655600,1045200,1.594264796
Gujarat,2006,Rabi       ,Wheat,1072300,2791500,2.603282663
Gujarat,2007,Kharif     ,Arhar/Tur,265100,294200,1.109769898
Gujarat,2007,Kharif     ,Bajra,728200,851700,1.169596265
Gujarat,2007,Kharif     ,Groundnut,1712400,3049200,1.780658725
Gujarat,2007,Kharif     ,Maize,424000,583100,1.375235849
Gujarat,2007,Kharif     ,Moong(Green Gram),209400,114400,0.546322827
Gujarat,2007,Kharif     ,Ragi,21700,18200,0.838709677
Gujarat,2007,Kharif     ,Rice,726000,1376300,1.895730028
Gujarat,2007,Rabi       ,Wheat,1273900,3837700,3.012559856
Gujarat,2008,Kharif     ,Arhar/Tur,266100,262700,0.987222849
Gujarat,2008,Kharif     ,Bajra,528700,535200,1.012294307
Gujarat,2008,Kharif     ,Groundnut,1795400,2456000,1.367940292
Gujarat,2008,Kharif     ,Maize,418900,602600,1.438529482
Gujarat,2008,Kharif     ,Moong(Green Gram),162000,70100,0.432716049
Gujarat,2008,Kharif     ,Ragi,19400,20000,1.030927835
Gujarat,2008,Kharif     ,Rice,722100,1225500,1.697133361
Gujarat,2008,Kharif     ,Tobacco,49200,70100,1.424796748
Gujarat,2008,Rabi       ,Onion,54400,1502800,27.625
Gujarat,2008,Rabi       ,Wheat,1091400,2592600,2.375481034
Gujarat,2009,Kharif     ,Arhar/Tur,266600,241500,0.905851463
Gujarat,2009,Kharif     ,Bajra,498800,432400,0.866880513
Gujarat,2009,Kharif     ,Groundnut,1757600,1633200,0.929221666
Gujarat,2009,Kharif     ,Maize,411700,396600,0.963322808
Gujarat,2009,Kharif     ,Moong(Green Gram),165500,59700,0.360725076
Gujarat,2009,Kharif     ,Ragi,14700,11000,0.74829932
Gujarat,2009,Kharif     ,Rice,658500,1228400,1.865451784
Gujarat,2009,Kharif     ,Tobacco,62800,101500,1.616242038
Gujarat,2009,Rabi       ,Onion,38500,1051400,27.30909091
Gujarat,2009,Rabi       ,Tobacco,62800,101500,1.616242038
Gujarat,2009,Rabi       ,Wheat,878000,2351300,2.678018223
Gujarat,2010,Kharif     ,Arhar/Tur,276700,272900,0.986266715
Gujarat,2010,Kharif     ,Bajra,489500,559200,1.142390194
Gujarat,2010,Kharif     ,Groundnut,1691200,3159100,1.867963576
Gujarat,2010,Kharif     ,Maize,422500,692100,1.638106509
Gujarat,2010,Kharif     ,Moong(Green Gram),177400,89200,0.502818489
Gujarat,2010,Kharif     ,Ragi,20000,13900,0.695
Gujarat,2010,Kharif     ,Rice,728300,1423800,1.954963614
Gujarat,2010,Kharif     ,Soyabean,84000,68100,0.810714286
Gujarat,2010,Kharif     ,Tobacco,59900,104500,1.74457429
Gujarat,2010,Rabi       ,Maize,110000,220000,2
Gujarat,2010,Rabi       ,Tobacco,88000,176000,2
Gujarat,2010,Rabi       ,Wheat,1588600,5013400,3.155860506
Haryana,2000,Kharif     ,Arhar/Tur,14482,11400,0.787184091
Haryana,2000,Kharif     ,Bajra,608321,656000,1.078378027
Haryana,2000,Kharif     ,Groundnut,340,200,0.588235294
Haryana,2000,Kharif     ,Maize,15429,34000,2.203642491
Haryana,2000,Kharif     ,Moong(Green Gram),5331,1200,0.225098481
Haryana,2000,Kharif     ,Rice,1054282,2695000,2.556242068
Haryana,2000,Rabi       ,Masoor,6493,5200,0.800862467
Haryana,2000,Rabi       ,Sunflower,1254,1500,1.196172249
Haryana,2000,Rabi       ,Wheat,2354779,9669000,4.106117814
Haryana,2001,Kharif     ,Arhar/Tur,17903,13900,0.776406189
Haryana,2001,Kharif     ,Bajra,585474,832000,1.421070791
Haryana,2001,Kharif     ,Groundnut,485,300,0.618556701
Haryana,2001,Kharif     ,Maize,17944,47000,2.61925992
Haryana,2001,Kharif     ,Moong(Green Gram),13620,3100,0.227606461
Haryana,2001,Kharif     ,Rice,1027505,2726000,2.653028452
Haryana,2001,Rabi       ,Masoor,9325,7500,0.804289544
Haryana,2001,Rabi       ,Sunflower,2581,3700,1.433552886
Haryana,2001,Rabi       ,Wheat,2299876,9437000,4.103264698
Haryana,2002,Kharif     ,Arhar/Tur,36972,30400,0.82224386
Haryana,2002,Kharif     ,Bajra,513720,458000,0.891536245
Haryana,2002,Kharif     ,Groundnut,2512,1900,0.756369427
Haryana,2002,Kharif     ,Maize,15886,29000,1.825506735
Haryana,2002,Kharif     ,Moong(Green Gram),18329,2800,0.15276338
Haryana,2002,Kharif     ,Rice,905651,2468000,2.72511155
Haryana,2002,Rabi       ,Masoor,6028,5400,0.895819509
Haryana,2002,Rabi       ,Sunflower,1872,2800,1.495726496
Haryana,2002,Rabi       ,Wheat,2267140,9188000,4.052683116
Haryana,2003,Kharif     ,Arhar/Tur,25807,31000,1.201224474
Haryana,2003,Kharif     ,Bajra,624513,886300,1.41918583
Haryana,2003,Kharif     ,Groundnut,1538,1100,0.715214564
Haryana,2003,Kharif     ,Maize,16570,41000,2.474351237
Haryana,2003,Kharif     ,Moong(Green Gram),25215,4000,0.158635733
Haryana,2003,Kharif     ,Rice,1015191,2790000,2.748251314
Haryana,2003,Rabi       ,Masoor,6264,5100,0.814176245
Haryana,2003,Rabi       ,Sunflower,5785,9700,1.676750216
Haryana,2003,Rabi       ,Wheat,2315496,9114000,3.936089719
Haryana,2004,Kharif     ,Arhar/Tur,28860,30100,1.042966043
Haryana,2004,Kharif     ,Bajra,565313,746000,1.319622935
Haryana,2004,Kharif     ,Groundnut,2071,1500,0.724287784
Haryana,2004,Kharif     ,Maize,15768,39000,2.473363775
Haryana,2004,Kharif     ,Moong(Green Gram),16039,6100,0.380322963
Haryana,2004,Kharif     ,Rice,1024236,3010000,2.938775829
Haryana,2004,Rabi       ,Masoor,5911,4700,0.795127728
Haryana,2004,Rabi       ,Sunflower,5334,9200,1.724784402
Haryana,2004,Rabi       ,Wheat,2316674,9043000,3.903440881
Haryana,2005,Kharif     ,Arhar/Tur,30067,24400,0.811520937
Haryana,2005,Kharif     ,Bajra,631660,706000,1.117689896
Haryana,2005,Kharif     ,Groundnut,3784,2900,0.766384778
Haryana,2005,Kharif     ,Maize,17469,36000,2.060793405
Haryana,2005,Kharif     ,Moong(Green Gram),17866,7700,0.430986231
Haryana,2005,Kharif     ,Rice,1046588,3194000,3.051821729
Haryana,2005,Rabi       ,Masoor,5205,3900,0.749279539
Haryana,2005,Rabi       ,Sunflower,14504,25000,1.723662438
Haryana,2005,Rabi       ,Wheat,2302682,8502000,3.692216294
Haryana,2006,Kharif     ,Arhar/Tur,27412,29800,1.087115132
Haryana,2006,Kharif     ,Bajra,618985,1021000,1.649474543
Haryana,2006,Kharif     ,Groundnut,1654,1300,0.785973398
Haryana,2006,Kharif     ,Maize,13412,30000,2.236802863
Haryana,2006,Kharif     ,Moong(Green Gram),21380,9300,0.434985968
Haryana,2006,Kharif     ,Rice,1042036,3371000,3.235012994
Haryana,2006,Rabi       ,Masoor,4461,3500,0.784577449
Haryana,2006,Rabi       ,Sunflower,7000,12200,1.742857143
Haryana,2006,Rabi       ,Wheat,2377067,10059000,4.231685518
Haryana,2007,Kharif     ,Arhar/Tur,28779,30600,1.063275305
Haryana,2007,Kharif     ,Bajra,627983,1156000,1.840814162
Haryana,2007,Kharif     ,Groundnut,1314,1000,0.761035008
Haryana,2007,Kharif     ,Maize,13777,37000,2.685635479
Haryana,2007,Kharif     ,Moong(Green Gram),21796,9600,0.440447789
Haryana,2007,Kharif     ,Rice,1072545,3606000,3.362096695
Haryana,2007,Rabi       ,Masoor,3430,2600,0.758017493
Haryana,2007,Rabi       ,Sunflower,8655,16200,1.871750433
Haryana,2007,Rabi       ,Wheat,2460680,10232000,4.158200172
Haryana,2008,Kharif     ,Arhar/Tur,33431,35800,1.070862373
Haryana,2008,Kharif     ,Bajra,612934,1087000,1.773437271
Haryana,2008,Kharif     ,Groundnut,1544,1400,0.906735751
Haryana,2008,Kharif     ,Maize,11769,25200,2.141218455
Haryana,2008,Kharif     ,Moong(Green Gram),14380,6500,0.45201669
Haryana,2008,Kharif     ,Rice,1211149,3299000,2.72385974
Haryana,2008,Rabi       ,Masoor,4858,3600,0.741045698
Haryana,2008,Rabi       ,Sunflower,6544,11800,1.803178484
Haryana,2008,Rabi       ,Wheat,2461420,11360000,4.615222108
Haryana,2009,Kharif     ,Arhar/Tur,19853,21600,1.087996776
Haryana,2009,Kharif     ,Bajra,583809,930000,1.592986747
Haryana,2009,Kharif     ,Groundnut,1729,1600,0.925390399
Haryana,2009,Kharif     ,Maize,12199,26000,2.13132224
Haryana,2009,Kharif     ,Moong(Green Gram),14899,6600,0.442982751
Haryana,2009,Kharif     ,Rice,1206435,3628000,3.007207185
Haryana,2009,Rabi       ,Masoor,4646,3600,0.774860095
Haryana,2009,Rabi       ,Sunflower,6189,11100,1.793504605
Haryana,2009,Rabi       ,Wheat,2487756,10488000,4.215847535
Haryana,2010,Kharif     ,Arhar/Tur,21927,23700,1.080859215
Haryana,2010,Kharif     ,Bajra,659592,1183000,1.793532972
Haryana,2010,Kharif     ,Groundnut,2318,2400,1.035375324
Haryana,2010,Kharif     ,Maize,9662,19000,1.96646657
Haryana,2010,Kharif     ,Moong(Green Gram),25983,11900,0.457991764
Haryana,2010,Kharif     ,Rice,1243281,3465000,2.786980578
Haryana,2010,Kharif     ,Soyabean,2,0,0
Haryana,2010,Kharif     ,Sunflower,4002,7400,1.849075462
Haryana,2010,Rabi       ,Masoor,3663,3300,0.900900901
Haryana,2010,Rabi       ,Wheat,2503963,11578000,4.623870241
Himachal Pradesh,2000,Kharif     ,Arhar/Tur,272,44,0.161764706
Himachal Pradesh,2000,Kharif     ,Bajra,116,41,0.353448276
Himachal Pradesh,2000,Kharif     ,Groundnut,137,82.3,0.600729927
Himachal Pradesh,2000,Kharif     ,Maize,298052,683642,2.293700428
Himachal Pradesh,2000,Kharif     ,Masoor,993,276,0.277945619
Himachal Pradesh,2000,Kharif     ,Moong(Green Gram),288,81,0.28125
Himachal Pradesh,2000,Kharif     ,Rice,81519,124893,1.532072278
Himachal Pradesh,2000,Kharif     ,Soyabean,649,585,0.901386749
Himachal Pradesh,2000,Rabi       ,Wheat,362660,261319,0.720561959
Himachal Pradesh,2001,Kharif     ,Arhar/Tur,1480,339,0.229054054
Himachal Pradesh,2001,Kharif     ,Bajra,110,57,0.518181818
Himachal Pradesh,2001,Kharif     ,Groundnut,129,75,0.581395349
Himachal Pradesh,2001,Kharif     ,Maize,301282,668228,2.217948633
Himachal Pradesh,2001,Kharif     ,Masoor,751,278,0.370173103
Himachal Pradesh,2001,Kharif     ,Moong(Green Gram),94,32,0.340425532
Himachal Pradesh,2001,Kharif     ,Rice,80579,137418,1.705382296
Himachal Pradesh,2001,Kharif     ,Soyabean,661,725,1.096822995
Himachal Pradesh,2001,Rabi       ,Wheat,366518,637068,1.738162928
Himachal Pradesh,2002,Kharif     ,Arhar/Tur,334,52,0.155688623
Himachal Pradesh,2002,Kharif     ,Bajra,102,57,0.558823529
Himachal Pradesh,2002,Kharif     ,Groundnut,194,88,0.453608247
Himachal Pradesh,2002,Kharif     ,Maize,299801,483333,1.612179412
Himachal Pradesh,2002,Kharif     ,Masoor,872,359,0.411697248
Himachal Pradesh,2002,Kharif     ,Moong(Green Gram),394,112,0.284263959
Himachal Pradesh,2002,Kharif     ,Rice,83273,85653,1.028580692
Himachal Pradesh,2002,Kharif     ,Soyabean,697,1124,1.612625538
Himachal Pradesh,2002,Rabi       ,Wheat,359439,495558,1.378698472
Himachal Pradesh,2003,Kharif     ,Bajra,312,173,0.554487179
Himachal Pradesh,2003,Kharif     ,Maize,298467,729571,2.444394188
